id,text,source_forum,timestamp
post_485,crypter as a service no logs bitcoin only serious buyers,raidforums,2024-02-08 10:57:00
post_486,access to hospital network silent install bulk discount usdt,raidforums,2024-03-02 18:09:00
post_487,zero day in database server modular unpatched selling 500 usd,hackforums,2024-06-24 06:55:00
post_488,zero day in apache server tested unpatched selling pm for price,breachforums,2024-05-22 17:46:00
post_489,new ddos available guaranteed contact for auction,darknetlive,2024-04-23 23:59:00
post_490,new backdoor available modular contact for 500 usd,hackforums,2024-06-04 18:39:00
post_491,spyware source code persistent 1000 usd limited offer,darknetlive,2024-06-03 15:45:00
post_492,new stealer available silent install contact for 500 usd,darknetlive,2024-04-14 00:59:00
post_493,500k credit card from government verified monero,raidforums,2024-06-25 10:55:00
post_494,phishing kit hospital clone guaranteed bitcoin,exploit_in,2024-04-10 19:47:00
post_495,stealer source code automated 0.5 btc limited offer,exploit_in,2024-04-11 23:02:00
post_496,50k credit card from ecommerce site verified crypto,exploit_in,2024-02-12 13:18:00
post_497,phishing kit retailer clone bypass av usdt,exploit_in,2024-01-29 05:49:00
post_498,phishing kit hospital clone persistent crypto,hackforums,2024-05-31 22:57:00
post_499,phishing kit ecommerce site clone bypass av usdt,darknetlive,2024-01-30 22:28:00
post_500,fresh ssn dump 5k records hospital crypto accepted,hackforums,2024-05-24 21:55:00
post_501,new rat available encrypted contact for 0.5 btc,hackforums,2024-06-09 05:07:00
post_502,spyware as a service automated crypto only serious buyers,hackforums,2024-06-04 15:15:00
post_503,backdoor source code modular 0.5 btc limited offer,exploit_in,2024-03-03 17:17:00
post_504,access to fortune 500 network fud fully undetected 500 usd bitcoin,exploit_in,2024-01-09 21:36:00
post_505,zero day in android persistent unpatched selling negotiable,exploit_in,2024-06-05 21:44:00
post_506,malware source code no logs 1000 usd limited offer,breachforums,2024-04-04 12:52:00
post_507,fullz stuffing list ecommerce site 5k checked monero,hackforums,2024-05-14 13:33:00
post_508,fresh crypter logs 500k lines bypass av daily,darknetlive,2024-06-25 19:59:00
post_509,10k combolist from social media verified btc,raidforums,2024-05-24 15:33:00
post_510,buying credit card from ecommerce site paying 500 usd in bitcoin,hackforums,2024-06-09 03:47:00
post_511,logs stuffing list major bank 5k checked xmr,darknetlive,2024-06-12 06:44:00
post_512,zero day in apache server fud fully undetected unpatched selling bulk discount,raidforums,2024-06-24 10:21:00
post_513,fresh spyware logs 50k lines encrypted daily,hackforums,2024-06-14 04:30:00
post_514,access to retailer network automated auction crypto,darknetlive,2024-05-24 23:43:00
post_515,leak from crypto exchange 50k records includes credit card,raidforums,2024-03-12 00:21:00
post_516,access to fortune 500 network tested bulk discount bitcoin,raidforums,2024-03-10 13:05:00
post_517,phishing kit retailer clone automated xmr,breachforums,2024-02-14 03:23:00
post_518,fullz stuffing list retailer 500k checked bitcoin,raidforums,2024-02-18 10:59:00
post_519,fresh crypter logs 1 million lines persistent daily,exploit_in,2024-01-10 14:24:00
post_520,fresh combolist dump 50k records major bank btc accepted,darknetlive,2024-01-12 03:33:00
post_521,selling 1 million credit card from university 500 usd monero,breachforums,2024-03-22 14:42:00
post_522,zero day in database server automated unpatched selling negotiable,darknetlive,2024-01-27 06:34:00
post_523,leak from fortune 500 10k records includes combolist,darknetlive,2024-01-19 09:39:00
post_524,leak from fortune 500 2 million records includes credential,raidforums,2024-01-14 02:27:00
post_525,new crypter available bypass av contact for 1000 usd,raidforums,2024-05-25 04:05:00
post_526,fresh combolist dump 2 million records retailer monero accepted,hackforums,2024-03-07 11:25:00
post_527,fresh malware logs 10k lines encrypted daily,hackforums,2024-03-30 15:29:00
post_528,zero day in database server tested unpatched selling negotiable,darknetlive,2024-06-15 02:50:00
post_529,leak from crypto exchange 2 million records includes logs,breachforums,2024-02-10 15:24:00
post_530,exploit for wordpress silent install bulk discount escrow available,exploit_in,2024-06-18 21:04:00
post_531,malware builder automated bypass apache server bulk discount,raidforums,2024-04-23 05:19:00
post_532,fresh logs dump 100k records university usdt accepted,breachforums,2024-02-05 18:57:00
post_533,ssn stuffing list retailer 200k checked xmr,darknetlive,2024-04-24 06:13:00
post_534,200k combolist from major bank verified btc,darknetlive,2024-04-01 03:55:00
post_535,malware builder tested bypass vpn client pm for price,exploit_in,2024-04-13 12:27:00
post_536,ddos as a service tested btc only serious buyers,hackforums,2024-02-09 09:55:00
post_537,new spyware available guaranteed contact for 500 usd,raidforums,2024-01-22 04:41:00
post_538,malware builder guaranteed bypass database server 500 usd,hackforums,2024-04-25 12:22:00
post_539,new stealer available automated contact for 0.5 btc,darknetlive,2024-04-15 17:36:00
post_540,selling 50k account from university negotiable btc,exploit_in,2024-05-14 08:29:00
post_541,fresh credit card dump 100k records retailer usdt accepted,darknetlive,2024-03-20 19:03:00
post_542,leak from retailer 50k records includes account,hackforums,2024-03-31 09:18:00
post_543,selling 1 million combolist from major bank pm for price crypto,exploit_in,2024-01-14 21:18:00
post_544,selling 1 million account from healthcare provider 500 usd btc,darknetlive,2024-02-03 19:17:00
post_545,malware builder persistent bypass router firmware bulk discount,hackforums,2024-04-04 05:16:00
post_546,buying credential from university paying negotiable in monero,raidforums,2024-04-15 12:15:00
post_547,fresh ransomware logs 200k lines no logs daily,raidforums,2024-01-14 05:29:00
post_548,buying account from social media paying 500 usd in crypto,raidforums,2024-02-07 16:55:00
post_549,selling 1 million account from hospital pm for price xmr,raidforums,2024-05-16 20:22:00
post_550,rat source code modular 1000 usd limited offer,hackforums,2024-04-28 21:47:00
post_551,fresh ransomware logs 500k lines fud fully undetected daily,exploit_in,2024-01-04 13:06:00
post_552,selling 100k credential from crypto exchange pm for price monero,raidforums,2024-01-23 19:08:00
post_553,access to fortune 500 network bypass av 1000 usd xmr,darknetlive,2024-03-11 13:44:00
post_554,zero day in office365 guaranteed unpatched selling auction,darknetlive,2024-01-16 08:52:00
post_555,new ddos available persistent contact for 500 usd,raidforums,2024-01-28 04:34:00
post_556,malware as a service bypass av bitcoin only serious buyers,raidforums,2024-03-05 14:01:00
post_557,new keylogger available guaranteed contact for 1000 usd,raidforums,2024-01-01 16:45:00
post_558,buying logs from healthcare provider paying bulk discount in monero,darknetlive,2024-02-01 18:34:00
post_559,exploit for database server tested pm for price escrow available,raidforums,2024-03-28 02:53:00
post_560,credit card stuffing list fortune 500 1 million checked bitcoin,breachforums,2024-06-27 12:57:00
post_561,access to healthcare provider network persistent pm for price crypto,exploit_in,2024-02-19 00:46:00
post_562,rat as a service encrypted btc only serious buyers,darknetlive,2024-04-25 00:02:00
post_563,selling 10k credential from hospital negotiable monero,hackforums,2024-02-08 23:37:00
post_564,phishing kit fortune 500 clone encrypted usdt,hackforums,2024-01-12 07:44:00
post_565,selling 200k credential from ecommerce site auction bitcoin,breachforums,2024-05-31 02:52:00
post_566,fresh credit card dump 2 million records healthcare provider monero accepted,exploit_in,2024-03-24 03:43:00
post_567,leak from government 200k records includes database,hackforums,2024-01-17 03:17:00
post_568,ssn stuffing list university 5k checked monero,exploit_in,2024-01-11 04:06:00
post_569,200k credential from retailer verified bitcoin,darknetlive,2024-06-29 20:37:00
post_570,2 million ssn from government verified usdt,exploit_in,2024-04-15 07:11:00
post_571,fresh rat logs 50k lines tested daily,hackforums,2024-01-02 17:15:00
post_572,fresh database dump 100k records social media monero accepted,hackforums,2024-01-14 06:07:00
post_573,access to fortune 500 network fud fully undetected 500 usd usdt,darknetlive,2024-03-13 06:27:00
post_574,exploit for wordpress persistent pm for price escrow available,breachforums,2024-01-08 15:32:00
post_575,fresh account dump 500k records crypto exchange xmr accepted,hackforums,2024-02-28 03:20:00
post_576,fresh logs dump 500k records government monero accepted,raidforums,2024-05-04 01:56:00
post_577,new botnet available encrypted contact for 0.5 btc,hackforums,2024-06-10 11:17:00
post_578,exploit for router firmware bypass av negotiable escrow available,darknetlive,2024-04-27 13:10:00
post_579,crypter as a service silent install btc only serious buyers,hackforums,2024-04-15 16:31:00
post_580,ddos source code silent install negotiable limited offer,hackforums,2024-03-24 13:37:00
post_581,phishing kit hospital clone automated bitcoin,raidforums,2024-04-18 16:25:00
post_582,account stuffing list retailer 100k checked bitcoin,darknetlive,2024-02-25 04:22:00
post_583,botnet as a service encrypted xmr only serious buyers,raidforums,2024-05-29 00:29:00
post_584,logs stuffing list fortune 500 200k checked xmr,exploit_in,2024-04-08 22:21:00
post_585,selling 1 million logs from ecommerce site pm for price btc,darknetlive,2024-06-24 02:39:00
post_586,fresh keylogger logs 50k lines encrypted daily,hackforums,2024-01-11 11:23:00
post_587,access to fortune 500 network bypass av 1000 usd monero,hackforums,2024-05-28 22:13:00
post_588,exploit for database server encrypted bulk discount escrow available,darknetlive,2024-06-22 17:57:00
post_589,buying fullz from government paying 0.5 btc in bitcoin,hackforums,2024-03-14 02:06:00
post_590,zero day in android fud fully undetected unpatched selling 500 usd,hackforums,2024-04-16 21:34:00
post_591,buying logs from retailer paying pm for price in usdt,hackforums,2024-01-17 00:55:00
post_592,access to ecommerce site network persistent bulk discount monero,darknetlive,2024-02-28 15:23:00
post_593,ssn stuffing list university 50k checked crypto,hackforums,2024-05-17 09:11:00
post_594,malware builder modular bypass wordpress negotiable,hackforums,2024-04-22 08:23:00
post_595,spyware as a service automated xmr only serious buyers,breachforums,2024-05-16 09:07:00
post_596,2 million ssn from retailer verified monero,darknetlive,2024-03-25 20:45:00
post_597,buying ssn from crypto exchange paying pm for price in crypto,exploit_in,2024-01-11 04:43:00
post_598,fresh credential dump 1 million records hospital monero accepted,hackforums,2024-03-24 01:38:00
post_599,crypter source code encrypted negotiable limited offer,raidforums,2024-05-11 12:12:00
post_600,exploit for vpn client tested 500 usd escrow available,darknetlive,2024-04-05 00:18:00
post_601,zero day in wordpress bypass av unpatched selling 500 usd,exploit_in,2024-02-23 09:30:00
post_602,exploit for wordpress guaranteed negotiable escrow available,exploit_in,2024-05-22 14:45:00
post_603,credit card stuffing list fortune 500 200k checked crypto,exploit_in,2024-01-11 09:53:00
post_604,zero day in android no logs unpatched selling negotiable,breachforums,2024-06-12 20:30:00
post_605,access to fortune 500 network fud fully undetected 0.5 btc usdt,exploit_in,2024-03-11 15:04:00
post_606,fresh spyware logs 10k lines bypass av daily,breachforums,2024-05-11 23:36:00
post_607,malware builder encrypted bypass wordpress negotiable,darknetlive,2024-04-01 05:03:00
post_608,exploit for database server bypass av 1000 usd escrow available,breachforums,2024-02-19 20:11:00
post_609,rat source code no logs auction limited offer,darknetlive,2024-01-25 17:37:00
post_610,malware builder encrypted bypass vpn client bulk discount,hackforums,2024-03-28 05:06:00
post_611,new crypter available automated contact for bulk discount,raidforums,2024-06-28 03:26:00
post_612,phishing kit fortune 500 clone no logs crypto,exploit_in,2024-02-05 14:56:00
post_613,leak from ecommerce site 10k records includes ssn,hackforums,2024-06-26 04:44:00
post_614,zero day in windows kernel bypass av unpatched selling negotiable,hackforums,2024-05-03 13:02:00
post_615,fresh credential dump 50k records retailer xmr accepted,breachforums,2024-06-19 00:48:00
post_616,credit card stuffing list crypto exchange 100k checked monero,exploit_in,2024-02-07 23:17:00
post_617,exploit for database server silent install auction escrow available,exploit_in,2024-05-25 02:06:00
post_618,credit card stuffing list government 50k checked monero,raidforums,2024-02-24 16:54:00
post_619,exploit for ios browser guaranteed 500 usd escrow available,breachforums,2024-05-11 07:26:00
post_620,fullz stuffing list retailer 10k checked btc,breachforums,2024-06-29 09:35:00
post_621,fresh account dump 10k records healthcare provider xmr accepted,exploit_in,2024-06-24 14:14:00
post_622,1 million logs from government verified bitcoin,breachforums,2024-01-04 21:31:00
post_623,2 million fullz from healthcare provider verified crypto,hackforums,2024-02-13 02:23:00
post_624,backdoor source code guaranteed 0.5 btc limited offer,raidforums,2024-05-10 08:09:00
post_625,fresh combolist dump 100k records retailer monero accepted,breachforums,2024-01-14 02:31:00
post_626,new backdoor available bypass av contact for 1000 usd,raidforums,2024-06-18 16:49:00
post_627,credit card stuffing list ecommerce site 2 million checked crypto,exploit_in,2024-05-18 10:51:00
post_628,leak from hospital 50k records includes credential,breachforums,2024-04-23 14:02:00
post_629,new rat available guaranteed contact for 0.5 btc,raidforums,2024-01-29 18:43:00
post_630,access to social media network fud fully undetected auction monero,raidforums,2024-03-08 15:37:00
post_631,10k database from hospital verified bitcoin,breachforums,2024-06-14 09:37:00
post_632,phishing kit healthcare provider clone automated monero,raidforums,2024-01-10 14:42:00
post_633,backdoor source code fud fully undetected pm for price limited offer,darknetlive,2024-04-06 18:24:00
post_634,stealer source code tested pm for price limited offer,hackforums,2024-05-08 21:21:00
post_635,malware source code automated 500 usd limited offer,darknetlive,2024-03-14 08:03:00
post_636,backdoor source code bypass av pm for price limited offer,exploit_in,2024-03-27 08:04:00
post_637,logs stuffing list government 2 million checked bitcoin,darknetlive,2024-04-20 21:34:00
post_638,spyware as a service automated btc only serious buyers,exploit_in,2024-01-05 20:45:00
post_639,malware builder no logs bypass database server pm for price,exploit_in,2024-06-06 13:59:00
post_640,fresh stealer logs 50k lines persistent daily,breachforums,2024-04-21 13:20:00
post_641,access to ecommerce site network no logs auction xmr,breachforums,2024-03-01 12:15:00
post_642,new spyware available encrypted contact for auction,breachforums,2024-04-21 13:41:00
post_643,rat as a service automated xmr only serious buyers,raidforums,2024-06-13 01:46:00
post_644,credential stuffing list healthcare provider 50k checked btc,breachforums,2024-04-03 21:42:00
post_645,200k credit card from healthcare provider verified usdt,exploit_in,2024-06-19 18:49:00
post_646,zero day in web application tested unpatched selling bulk discount,hackforums,2024-04-09 23:47:00
post_647,phishing kit fortune 500 clone no logs monero,exploit_in,2024-04-14 08:55:00
post_648,selling 2 million database from healthcare provider 1000 usd btc,raidforums,2024-03-12 04:23:00
post_649,fresh ransomware logs 10k lines fud fully undetected daily,darknetlive,2024-03-05 17:24:00
post_650,access to social media network guaranteed auction monero,breachforums,2024-04-10 08:19:00
post_651,phishing kit government clone tested monero,breachforums,2024-01-09 08:55:00
post_652,malware builder bypass av bypass wordpress auction,breachforums,2024-06-27 08:32:00
post_653,exploit for router firmware persistent pm for price escrow available,raidforums,2024-06-13 04:00:00
post_654,botnet as a service silent install bitcoin only serious buyers,exploit_in,2024-06-15 04:54:00
post_655,access to retailer network no logs 0.5 btc usdt,darknetlive,2024-06-24 18:52:00
post_656,credit card stuffing list healthcare provider 1 million checked xmr,breachforums,2024-05-26 07:01:00
post_657,botnet source code modular negotiable limited offer,raidforums,2024-01-04 22:33:00
post_658,account stuffing list healthcare provider 2 million checked usdt,raidforums,2024-03-14 23:31:00
post_659,new stealer available guaranteed contact for 500 usd,darknetlive,2024-04-14 04:01:00
post_660,zero day in windows kernel bypass av unpatched selling 1000 usd,darknetlive,2024-04-30 04:55:00
post_661,fresh backdoor logs 5k lines no logs daily,breachforums,2024-01-25 17:03:00
post_662,exploit for windows kernel fud fully undetected bulk discount escrow available,raidforums,2024-03-05 16:39:00
post_663,zero day in android persistent unpatched selling bulk discount,darknetlive,2024-02-13 16:31:00
post_664,phishing kit healthcare provider clone guaranteed usdt,breachforums,2024-03-07 03:20:00
post_665,new rat available modular contact for 0.5 btc,hackforums,2024-05-12 10:27:00
post_666,exploit for ios browser fud fully undetected auction escrow available,hackforums,2024-02-08 01:14:00
post_667,selling 2 million combolist from fortune 500 pm for price crypto,exploit_in,2024-01-11 14:22:00
post_668,buying account from healthcare provider paying auction in usdt,darknetlive,2024-01-24 06:55:00
post_669,new stealer available modular contact for pm for price,raidforums,2024-05-14 18:11:00
post_670,phishing kit retailer clone fud fully undetected bitcoin,raidforums,2024-06-23 21:07:00
post_671,exploit for router firmware encrypted negotiable escrow available,breachforums,2024-06-09 08:38:00
post_672,exploit for ios browser persistent pm for price escrow available,darknetlive,2024-01-13 20:18:00
post_673,fullz stuffing list social media 50k checked crypto,raidforums,2024-02-15 07:49:00
post_674,fresh credit card dump 50k records fortune 500 crypto accepted,raidforums,2024-03-17 15:51:00
post_675,fresh keylogger logs 1 million lines automated daily,raidforums,2024-05-05 14:56:00
post_676,buying logs from healthcare provider paying auction in crypto,breachforums,2024-04-21 20:27:00
post_677,selling 10k account from government pm for price usdt,breachforums,2024-06-10 20:33:00
post_678,access to social media network fud fully undetected 0.5 btc xmr,breachforums,2024-01-20 01:32:00
post_679,leak from healthcare provider 5k records includes logs,exploit_in,2024-03-06 18:05:00
post_680,selling 100k account from fortune 500 auction monero,darknetlive,2024-04-16 22:19:00
post_681,keylogger source code persistent auction limited offer,exploit_in,2024-02-17 02:47:00
post_682,new backdoor available encrypted contact for auction,raidforums,2024-06-07 19:23:00
post_683,fullz stuffing list fortune 500 1 million checked bitcoin,breachforums,2024-06-27 06:54:00
post_684,crypter as a service silent install usdt only serious buyers,raidforums,2024-03-18 14:09:00
post_685,50k fullz from fortune 500 verified usdt,hackforums,2024-01-06 14:37:00
post_686,malware as a service guaranteed bitcoin only serious buyers,exploit_in,2024-05-06 23:37:00
post_687,fresh crypter logs 1 million lines modular daily,breachforums,2024-06-22 15:14:00
post_688,leak from crypto exchange 50k records includes logs,exploit_in,2024-05-01 03:31:00
post_689,access to hospital network silent install negotiable monero,exploit_in,2024-03-29 14:14:00
post_690,ddos as a service guaranteed usdt only serious buyers,hackforums,2024-04-30 05:39:00
post_691,zero day in router firmware modular unpatched selling 500 usd,darknetlive,2024-01-26 13:31:00
post_692,keylogger as a service persistent xmr only serious buyers,breachforums,2024-05-08 01:51:00
post_693,exploit for router firmware silent install 500 usd escrow available,darknetlive,2024-03-07 10:50:00
post_694,combolist stuffing list fortune 500 50k checked usdt,raidforums,2024-06-29 01:59:00
post_695,fullz stuffing list healthcare provider 2 million checked btc,hackforums,2024-01-11 16:06:00
post_696,access to university network encrypted 500 usd usdt,breachforums,2024-05-07 23:55:00
post_697,new spyware available guaranteed contact for negotiable,darknetlive,2024-03-03 15:21:00
post_698,malware builder bypass av bypass apache server 500 usd,hackforums,2024-03-27 10:25:00
post_699,50k logs from major bank verified usdt,exploit_in,2024-06-10 22:51:00
post_700,zero day in windows kernel tested unpatched selling auction,hackforums,2024-03-12 16:39:00
post_701,fresh backdoor logs 5k lines encrypted daily,hackforums,2024-06-15 12:49:00
post_702,leak from healthcare provider 1 million records includes credit card,breachforums,2024-06-11 05:01:00
post_703,phishing kit ecommerce site clone bypass av crypto,exploit_in,2024-04-05 08:40:00
post_704,exploit for router firmware fud fully undetected 0.5 btc escrow available,exploit_in,2024-03-27 07:51:00
post_705,backdoor source code persistent 1000 usd limited offer,breachforums,2024-05-13 23:15:00
post_706,exploit for apache server guaranteed negotiable escrow available,hackforums,2024-01-24 01:27:00
post_707,buying account from healthcare provider paying 1000 usd in usdt,raidforums,2024-05-23 16:49:00
post_708,malware builder guaranteed bypass wordpress 0.5 btc,raidforums,2024-02-06 16:08:00
post_709,fresh malware logs 2 million lines silent install daily,hackforums,2024-05-01 01:47:00
post_710,leak from crypto exchange 10k records includes fullz,exploit_in,2024-05-26 09:02:00
post_711,new rat available encrypted contact for 1000 usd,exploit_in,2024-02-06 04:50:00
post_712,50k combolist from ecommerce site verified monero,breachforums,2024-05-20 11:04:00
post_713,2 million combolist from crypto exchange verified xmr,raidforums,2024-02-03 04:32:00
post_714,account stuffing list fortune 500 2 million checked usdt,raidforums,2024-06-19 19:26:00
post_715,spyware as a service no logs usdt only serious buyers,exploit_in,2024-02-12 22:01:00
post_716,access to social media network automated negotiable monero,hackforums,2024-01-14 18:33:00
post_717,credential stuffing list healthcare provider 2 million checked btc,exploit_in,2024-02-22 07:53:00
post_718,buying database from hospital paying bulk discount in bitcoin,breachforums,2024-04-21 05:26:00
post_719,malware builder automated bypass wordpress negotiable,darknetlive,2024-03-14 04:11:00
post_720,ssn stuffing list ecommerce site 100k checked usdt,breachforums,2024-03-24 05:01:00
post_721,zero day in vpn client no logs unpatched selling 500 usd,hackforums,2024-01-31 01:12:00
post_722,account stuffing list social media 500k checked btc,exploit_in,2024-01-16 10:29:00
post_723,100k account from major bank verified usdt,breachforums,2024-05-21 18:43:00
post_724,malware as a service automated crypto only serious buyers,hackforums,2024-02-06 11:34:00
post_725,logs stuffing list social media 500k checked bitcoin,breachforums,2024-03-15 20:10:00
post_726,selling 2 million combolist from crypto exchange 1000 usd usdt,breachforums,2024-05-29 16:18:00
post_727,new malware available persistent contact for 0.5 btc,exploit_in,2024-03-12 13:13:00
post_728,leak from ecommerce site 10k records includes database,hackforums,2024-06-18 10:21:00
post_729,buying credential from fortune 500 paying pm for price in bitcoin,raidforums,2024-01-03 21:11:00
post_730,leak from social media 2 million records includes logs,breachforums,2024-06-20 14:43:00
post_731,exploit for router firmware bypass av 500 usd escrow available,breachforums,2024-04-04 06:28:00
post_732,backdoor as a service no logs bitcoin only serious buyers,breachforums,2024-02-29 15:23:00
post_733,zero day in android bypass av unpatched selling 500 usd,hackforums,2024-05-25 16:31:00
post_734,leak from healthcare provider 500k records includes ssn,exploit_in,2024-05-25 07:56:00
post_735,access to hospital network tested pm for price usdt,exploit_in,2024-04-14 08:07:00
post_736,buying database from social media paying auction in bitcoin,darknetlive,2024-04-17 17:28:00
post_737,selling 5k credit card from university negotiable btc,hackforums,2024-01-20 07:12:00
post_738,exploit for web application fud fully undetected negotiable escrow available,darknetlive,2024-06-09 10:53:00
post_739,keylogger as a service automated bitcoin only serious buyers,raidforums,2024-01-19 19:39:00
post_740,account stuffing list crypto exchange 100k checked bitcoin,hackforums,2024-03-21 22:04:00
post_741,selling 2 million credential from ecommerce site bulk discount usdt,breachforums,2024-06-22 01:35:00
post_742,zero day in web application modular unpatched selling bulk discount,raidforums,2024-01-03 14:24:00
post_743,fullz stuffing list university 5k checked usdt,breachforums,2024-03-25 18:12:00
post_744,fresh fullz dump 50k records crypto exchange monero accepted,raidforums,2024-03-06 11:26:00
post_745,fresh ransomware logs 2 million lines persistent daily,darknetlive,2024-05-29 13:32:00
post_746,zero day in office365 no logs unpatched selling 1000 usd,hackforums,2024-01-03 16:37:00
post_747,selling 500k credential from hospital 1000 usd monero,raidforums,2024-03-28 06:42:00
post_748,fresh backdoor logs 2 million lines no logs daily,raidforums,2024-03-25 05:06:00
post_749,phishing kit government clone silent install usdt,raidforums,2024-06-08 06:15:00
post_750,fresh ransomware logs 10k lines tested daily,exploit_in,2024-01-19 11:01:00
post_751,fresh combolist dump 200k records retailer usdt accepted,darknetlive,2024-01-08 06:12:00
post_752,new stealer available persistent contact for 1000 usd,darknetlive,2024-01-06 05:53:00
post_753,phishing kit fortune 500 clone tested usdt,darknetlive,2024-03-19 14:15:00
post_754,ssn stuffing list social media 10k checked btc,hackforums,2024-02-06 04:50:00
post_755,stealer as a service fud fully undetected crypto only serious buyers,exploit_in,2024-05-30 06:54:00
post_756,zero day in database server persistent unpatched selling negotiable,breachforums,2024-05-29 15:13:00
post_757,fullz stuffing list fortune 500 2 million checked crypto,darknetlive,2024-05-12 14:11:00
post_758,fresh backdoor logs 10k lines guaranteed daily,hackforums,2024-06-15 01:13:00
post_759,botnet source code bypass av bulk discount limited offer,hackforums,2024-04-23 16:22:00
post_760,ddos source code encrypted bulk discount limited offer,raidforums,2024-04-20 13:23:00
post_761,exploit for apache server no logs 500 usd escrow available,exploit_in,2024-04-01 02:18:00
post_762,leak from government 500k records includes database,hackforums,2024-02-18 22:38:00
post_763,malware builder guaranteed bypass web application 1000 usd,exploit_in,2024-06-16 00:30:00
post_764,logs stuffing list government 200k checked usdt,exploit_in,2024-05-12 18:50:00
post_765,account stuffing list university 2 million checked bitcoin,raidforums,2024-06-27 13:13:00
post_766,buying database from fortune 500 paying bulk discount in monero,hackforums,2024-06-17 11:21:00
post_767,5k logs from social media verified xmr,darknetlive,2024-01-09 04:09:00
post_768,crypter source code guaranteed 0.5 btc limited offer,exploit_in,2024-05-01 03:21:00
post_769,buying fullz from fortune 500 paying negotiable in usdt,breachforums,2024-06-25 19:31:00
post_770,new stealer available no logs contact for 1000 usd,darknetlive,2024-01-18 14:03:00
post_771,leak from university 50k records includes ssn,raidforums,2024-02-03 17:26:00
post_772,fresh rat logs 100k lines guaranteed daily,darknetlive,2024-02-10 19:36:00
post_773,botnet source code encrypted 500 usd limited offer,hackforums,2024-04-12 19:51:00
post_774,leak from retailer 10k records includes account,darknetlive,2024-06-14 14:22:00
post_775,200k logs from government verified btc,exploit_in,2024-06-17 05:44:00
post_776,fresh credential dump 5k records government monero accepted,hackforums,2024-06-19 02:44:00
post_777,phishing kit social media clone bypass av xmr,hackforums,2024-03-24 13:28:00
post_778,zero day in office365 guaranteed unpatched selling negotiable,breachforums,2024-04-12 06:25:00
post_779,selling 1 million fullz from fortune 500 1000 usd usdt,hackforums,2024-01-18 02:35:00
post_780,fresh botnet logs 2 million lines persistent daily,darknetlive,2024-06-04 03:11:00
post_781,fresh ssn dump 5k records healthcare provider bitcoin accepted,breachforums,2024-04-01 05:13:00
post_782,phishing kit major bank clone bypass av usdt,breachforums,2024-06-25 09:28:00
post_783,keylogger as a service silent install bitcoin only serious buyers,hackforums,2024-02-26 03:51:00
post_784,fresh keylogger logs 200k lines tested daily,hackforums,2024-06-09 06:39:00
post_785,phishing kit healthcare provider clone tested monero,darknetlive,2024-02-14 00:25:00
post_786,selling 5k credit card from retailer 500 usd bitcoin,hackforums,2024-01-12 02:56:00
post_787,1 million account from healthcare provider verified btc,raidforums,2024-01-25 19:20:00
post_788,access to fortune 500 network encrypted pm for price usdt,exploit_in,2024-03-26 00:38:00
post_789,buying credit card from social media paying bulk discount in usdt,hackforums,2024-06-06 03:19:00
post_790,fresh botnet logs 5k lines tested daily,raidforums,2024-03-16 06:09:00
post_791,exploit for office365 tested auction escrow available,breachforums,2024-03-03 06:34:00
post_792,phishing kit crypto exchange clone tested crypto,breachforums,2024-04-23 20:00:00
post_793,malware builder silent install bypass wordpress negotiable,exploit_in,2024-01-24 05:37:00
post_794,malware builder no logs bypass wordpress negotiable,hackforums,2024-02-20 07:27:00
post_795,stealer source code no logs bulk discount limited offer,raidforums,2024-01-21 11:25:00
post_796,new ddos available persistent contact for bulk discount,breachforums,2024-01-06 12:27:00
post_797,ssn stuffing list social media 1 million checked monero,raidforums,2024-03-19 14:18:00
post_798,leak from university 2 million records includes fullz,exploit_in,2024-02-18 00:00:00
post_799,fresh keylogger logs 10k lines guaranteed daily,breachforums,2024-03-19 20:37:00
post_800,50k fullz from hospital verified monero,raidforums,2024-03-30 16:45:00
post_801,access to hospital network silent install 0.5 btc usdt,breachforums,2024-01-09 11:40:00
post_802,fresh botnet logs 200k lines no logs daily,hackforums,2024-06-03 18:42:00
post_803,selling 100k fullz from hospital 0.5 btc usdt,raidforums,2024-02-18 13:10:00
post_804,zero day in apache server bypass av unpatched selling 1000 usd,darknetlive,2024-06-11 18:49:00
post_805,malware builder fud fully undetected bypass wordpress pm for price,breachforums,2024-05-05 00:06:00
post_806,logs stuffing list ecommerce site 5k checked crypto,hackforums,2024-02-17 22:08:00
post_807,buying fullz from retailer paying bulk discount in monero,raidforums,2024-02-16 06:16:00
post_808,buying ssn from healthcare provider paying 1000 usd in bitcoin,exploit_in,2024-01-17 10:01:00
post_809,rat as a service fud fully undetected bitcoin only serious buyers,exploit_in,2024-01-11 03:13:00
post_810,logs stuffing list crypto exchange 50k checked xmr,darknetlive,2024-06-03 13:21:00
post_811,access to government network guaranteed 1000 usd usdt,darknetlive,2024-01-15 11:55:00
post_812,credential stuffing list retailer 100k checked usdt,exploit_in,2024-06-03 03:55:00
post_813,zero day in vpn client automated unpatched selling bulk discount,darknetlive,2024-06-18 06:00:00
post_814,selling 10k credential from university pm for price crypto,breachforums,2024-04-12 23:39:00
post_815,exploit for ios browser modular pm for price escrow available,exploit_in,2024-02-06 16:56:00
post_816,ssn stuffing list retailer 50k checked bitcoin,raidforums,2024-02-13 14:07:00
post_817,access to government network bypass av 500 usd usdt,darknetlive,2024-01-08 05:59:00
